POI,이름,총 리뷰수,평균평점,주소,경도,위도,링크,거리
POI2,검멀레해변,1020,4.533333333333333,제주특별자치도 제주시 우도면 연평리,126.966902542993,33.4971710116198,http://place.map.kakao.com/11041974,4.909597314156417
POI2,쇠머리오름,269,4.484615384615385,제주특별자치도 제주시 우도면 연평리 산 23,126.96359126250869,33.49209675088201,http://place.map.kakao.com/8389783,4.390223892831922
POI2,종달리전망대,224,4.427777777777777,제주특별자치도 제주시 구좌읍 종달리 42-5,126.913254025248,33.5027818964418,http://place.map.kakao.com/25069292,2.9290403267043024
POI2,오조포구,107,4.38,제주특별자치도 서귀포시 성산읍 오조리,126.921029929782,33.4632498460078,http://place.map.kakao.com/8448269,1.2982046398099683
POI2,유민미술관,257,4.38,제주특별자치도 서귀포시 성산읍 고성리 21,126.932230895342,33.4291971800154,http://place.map.kakao.com/17580245,4.345775773458869
POI2,신양섭지해수욕장,111,4.29047619047619,제주특별자치도 서귀포시 성산읍 고성리 186-2,126.923472849946,33.4351030669935,http://place.map.kakao.com/10607235,3.7684488210629037
POI2,소심한책방,394,4.278947368421053,제주특별자치도 제주시 구좌읍 종달리 814-129,126.90244124251154,33.49049760903401,http://place.map.kakao.com/26407171,3.022849302041134
POI2,우도천진항,1020,4.213043478260869,제주특별자치도 제주시 우도면 연평리,126.95018658277,33.4922895391094,http://place.map.kakao.com/8539338,3.04776881226847
POI2,종달리수국길,111,4.108333333333333,제주특별자치도 제주시 구좌읍 종달리,126.910497776084,33.5081102141297,http://place.map.kakao.com/1060814722,3.5102760723007673
POI2,제주커피박물관,832,4.0181818181818185,제주특별자치도 서귀포시 성산읍 고성리 2040-1,126.899189902378,33.439907532742,http://place.map.kakao.com/26428769,4.496937225501521
POI3,사라봉,500,4.590476190476191,제주특별자치도 제주시 건입동 387-1,126.5447664382625,33.51795577433532,http://place.map.kakao.com/7916369,1.783605640701574
POI3,신산공원,388,4.564,제주특별자치도 제주시 일도이동 830,126.53316051306024,33.507019558116845,http://place.map.kakao.com/8086164,0.19865846171762896
POI3,사라봉공원,1020,4.530434782608695,제주특별자치도 제주시 건입동 387-1,126.545546015396,33.5172842470245,http://place.map.kakao.com/7922396,1.8242327261189766
POI3,용담 해안도로,139,4.5,제주특별자치도 제주시 용담2동,126.50956060325,33.5158270736255,http://place.map.kakao.com/8013248,2.5522040850673067
POI3,아라리오뮤지엄탑동시네마,288,4.486363636363636,제주특별자치도 제주시 삼도이동 1261-8,126.5233916575182,33.51739573130005,http://place.map.kakao.com/25811890,1.2891803937378379
POI3,민속자연사박물관,1020,4.44,제주특별자치도 제주시 일도2동 996-1,126.531526116804,33.5063444077675,http://place.map.kakao.com/8067497,0.09282536890936617
